Subway Stations,data.cityofnewyork.us,http://catalog.data.gov/dataset/subway-stations,City Subway Stations,44,doittgis;doitt gis;location;map;cartography;basemap;transit;transportation;train;subway;travel;entrance;station;transfer
Finances of Selected State and Local Government Employee Retirement Systems,US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/finances-of-selected-state-and-local-government-employee-retirement-systems,A quarterly survey that provides national summary data on the revenues  expenditures  and composition of assets of the largest state and local government employee retirement systems.  This survey currently consists of a panel of 100 retirement systems  which comprise 89.4 percent of financial activity among such entities  based on the 2007 Census of Governments.,211,CCC;FHA;FNMA;GNMA;SLMA;TVA;acceptances;active;actual;administrating;administration;agreements;aid;amounts;beneficiaries;benefits;bonds;buyouts;capital;cash;certificates;commercial;common;compensated;composition;conditional;contracts;contributions;convertible;corporate;country;data;debentures;defined;demand;deposits;direct;disability;dividends;earnings;employee;employment;end;equipment;estimates;expenditures;export;farm;federal;finances;funds;gain;government;holdings;import;imputations;inactive;institutional;interest;investments;investors;largest;leveraged;loans;local;loss;major;market;members;membership;money;mortgage-backed;mortgages;mutual;net;non-government;nonsampling;notes;obligations;partnerships;payments;pensions;postal service;property;public;public-employee;quarter;railroad;real;real estate;realized;receipts;received;record;reports;repurchase;retirees;retirement;salaries;sales;savings;securities;security;selected;shared;short-term;state;stocks;survey;survivors;systems;taxes;treasury;unrealized;value;venture;withdrawals;withheld
Current Population Survey Volunteers Supplement,US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/current-population-survey-volunteers-supplement,A national survey conducted to obtain information about the number of individuals in the U.S. involved in unpaid volunteer activities  and to measure the frequency with which individuals volunteer.  The survey also identifies the types of organizations that facilitate volunteerism  and the types of activities in which volunteers participate.  The universe for the survey is household members that are age 15 or older.  It is a self-response survey that only takes proxy responses as a last resort.,12507,Volunteer activities;Volunteer organizations;Volunteers
Long Term Care Minimum Data Set (MDS),Department of Health &amp; Human Services,http://catalog.data.gov/dataset/long-term-care-minimum-data-set-mds,<p>The Long-Term Care Minimum Data Set (MDS) is a standardized  primary screening and assessment tool of health status that forms the foundation of the comprehensive assessment for all residents in a Medicare and-or Medicaid-certified long-term care facility. The MDS contains items that measure physical  psychological and psychosocial functioning. The items in the MDS give a multidimensional view of the patients functional capacities and helps staff to identify health problems.</p> ,-1,activities-of-daily-living-adl;activity-limitation;county;falls;medicaid;medicaid-managed-care;medicare;medicare-advantage;nursing-home;pain-management;quality;restricted-use-data-file;skilled-nursing-snf;state;trends
City of Seattle Wages: Comparison by Gender - Average Hourly Wage by Age,data.seattle.gov,http://catalog.data.gov/dataset/city-of-seattle-wages-comparison-by-gender-average-hourly-wage-by-age-353b2,Average hourly wages for women and men sorted by age range,148,wages;salary;salaries;job;classifications;government;gender;comparison by gender;gender wage study
FHEO Filed Cases,US Department of Housing and Urban Development,http://catalog.data.gov/dataset/fheo-filed-cases,The dataset is a list of all the Title VIII fair housing cases filed by FHEO from 1/1/2007 - 12/31/2012 including the case number  case name  filing date  state and county of the alleged violation  and the bases for the alleged discriminatory acts. The Federal bases are race  color  national origin  religion  sex  disability  familial status and retaliation for filing a fair housing complaint. Some of the bases have been broken out into more detailed groupings (Race - Asian  etc.) A single case may have multiple bases. The data can be aggregated to the county or state level to show patterns in the quantity and bases of fair housing complaints filed.,211,HUD;civil rights charges;color;fair housing act;familial status;fheo filings;housing discrimination;race;religion
Housing Problems of Low Income Households,US Department of Housing and Urban Development,http://catalog.data.gov/dataset/housing-problems-of-low-income-households,This dataset is a county level summary of housing problems of low income households. Low income households (,951,cost;households;housing;low income problems
IT Performance Dashboard:  Customer Service Dashboard,Department of Veterans Affairs,http://catalog.data.gov/dataset/it-performance-dashboard-customer-service-dashboard,The IT Performance Dashboard is a trusted source for IT performance information across VA. This is available only on the VA intranet.  The dashboard is a collection of information from Regions  VISNs  Facilities  and other VA offices across a range of departments within the Office of Information &amp; Technology (OIT)ï¿½from Product Development and Information Security to Human Resources to Finance. It presents often-complex information in easy-to-understand dashboard reports.Currently  you can see performance reports relating to Customer Service  Service Level Agreements (SLAs)  Systems  Monthly Performance Reports (MPR)  IT Assets and Debt Score  Human Resources  and Network/Security. There is also a Facility CIO Center tab where you can see Quarterly Performance Reviews  an OIT Daily Brief tab where you can access OIT Daily Brief Reports  and a Product Delivery tab that takes you to the PMAS Dashboard. As the IT Performance Dashboard continues to evolve  you will be able to see a broader range of performance information ï¿½ including custom reports  upon request.This page displays Customers Service Dashboard Reports on the IT Dashboard:ï¿½American Customer Satisfaction Index (ACSI) by # of Facilities:  This report captures the number of participating VA facilities within the range of American Customer Satisfaction Index (ACSI) scores from 40-100. Only facilities which have 35 or more respondents are included. Clicking on any of the bars on the chart will enable the user to drill down and view the facilities that fall within that range.ï¿½American Customer Satisfaction Index (ACSI) by Administration:  This report captures the ACSI scores (IT customer satisfaction levels) of the Administrations from the three most recent national VA IT customer satisfaction surveys. For each Administration  the ACSI values from the three surveys are set side-by-side for a high-level performance comparison.ï¿½Average Speed of Answers per Region ï¿½ (last  6 months):  This report captures the average wait time for a call to be answered  including times where the call was answered immediately. Clicking on any of the lines on the chart denoting Regions will enable the user to drill down and view the Campus level data.ï¿½Overall First Contact Resolution for All Regions ï¿½ (last 6 months):  This report displays the First Contact Resolution Rate which is defined as a ticket being opened  resolved and closed by the same OIT entity that received the initial contact. Clicking on any of the lines on the chart denoting Regions will enable the user to drill down and view the Campus level data.,-1,administration;american customer satisfaction index;asci;average;customer service;customer service dashboard;facility;first contact resolution;it;it dashboard;speed;va
EDFacts Safe and Drug-Free Schools; 2011-12,Office of Safe and Healthy Students,http://catalog.data.gov/dataset/edfacts-safe-and-drug-free-schools-201112,EDFacts Safe and Drug-Free Schools  2011-12 (EDFacts SDFS:2011-12)  is one of 17 'topics' identified in the EDFacts documentation (in this database  each 'topic' is entered as a separate study); program data is available since 2005 at <ed.gov/about/inits/ed/edfacts>. EDFacts SDFS:2011-12 (ed.gov/about/inits/ed/edfacts) annually collects cross-sectional data from states about safety and violence in elementary and secondary educations to support oversight and reporting of the Safe and Drug-Free Schools and Communities Act (Title IV  Part A of the Elementary and Secondary Education Act [ESEA]) and the Gun-Free Schools Act (GFSA) at the school  LEA  and SEA levels. EDFacts SDFS:2011-12 data were collected using the EDFacts Submission System (ESS)  a centralized portal  and their submission by states is mandatory and required for benefits. Not submitting the required reports by a state constitutes a failure to comply with law and may have consequences for federal funding to the state. Key statistics produced from EDFacts SDFS:2011-12 are from 7 data groups with information on Discipline Incidents  Students Disciplined  Firearm Incidents  GFSA Reporting Status  Persistently Dangerous Status  Students Involved with Firearms  and Truants. For the purposes of this system  data groups are referred to as 'variables'  as a result of the structure and format of EDFacts' data.,-1,EDFacts;Elementary and secondary education;Schools;LEA;SEA;States;Discipline;Safe and drug-free schools;Gun-Free Schools Act;GFSA;Safety;Weapons;Truants;Safe and Drug-Free Schools and Communities Act;ESEA;Elementary school;Middle school;High school
State Operations and Technical Assistance (SOTA) Contacts,Centers for Medicare &amp; Medicaid Services,http://catalog.data.gov/dataset/state-operations-and-technical-assistance-sota-contacts,<p>The State Operations and Technical Assistance (SOTA) initiative was created to work through policy and operational changes required in Medicaid by the Affordable Care Act. The goal of SOTA 2.0 is to provide a smoother and more efficient experience for states when working across CMS on Medicaid-related issues. Please contact your SOTA Leads or submit your inquiry to <a href="mailto:sotaupdates@cms.hhs.gov">sotaupdates@cms.hhs.gov</a>.</p> ,-1,state operations and technical assistance
Livestock And Meat Domestic Data,Economic Research Service  U.S. Department of Agriculture,http://catalog.data.gov/dataset/livestock-and-meat-domestic-data,The Livestock And Meat Domestic Data contains current and historical data on pork  beef  veal  and poultry  including production  supply  utilization  and farm prices.,48,agricultural economics;livestock;meat
National Survey of Child and Adolescent Well-Being,OJJDP - Office of Juvenile Justice and Delinquency Prevention,http://catalog.data.gov/dataset/national-survey-of-child-and-adolescent-well-being-48a33,The National Survey of Child and Adolescent Well-Being (NSCAW) was conducted in part to fulfill a requirement of the Personal Responsibility and Work Opportunities Reconciliation Act passed by congress in 1996. This act called for a nationwide study of ch,72,adaptive-behavior;behavior-regulation;caregiver-attributes;caseload;emotional-health;health-status;heath-and-cognitive-;job-role;job-satisfaction;life-experiences;mental-health;service-experiences;social-competence-an;work-environment
Utility Outage Information,National Renewable Energy Laboratory,http://catalog.data.gov/dataset/utility-outage-information-d1896,Data about power company service areas and their announcements about outages are critical for the effective coordination of resources after disasters  and also for building community and neighborhood resilience.  As part of a [White House Mapathon](http://mapgive.state.gov/whmapathon/) the Department of Energy's [Office of Electricity Delivery and Energy Reliability](http://energy.gov/oe/office-electricity-delivery-and-energy-reliability) created a national geospatial database of power company service areas with pointers to public outage information (eg  Twitter  web sites  and via 800 numbers).    Mapathon participants researched public outage information state by state  and populated a lookup table so that disaster-impacted residents  tourists  first responders and relief volunteers can easily get to the information they need on scope and estimated restore times for power outages. This project benefited from participation of private and public sector folks who need this data for their work  and of third party app developers such as Red Cross and The Weather Channel who will incorporate this data into the information services they offer their users.,69,facebook;mapathon;outage;red cross;twitter;utility;weather channel;white house
National Vulnerability Database,National Institute of Standards and Technology,http://catalog.data.gov/dataset/national-vulnerability-database,Security automation reference data is currently housed within the NVD. The NVD is the U.S. Government repository of security automation data based on security automation specifications. This data provides a standards-based foundation for the automation of software asset  vulnerability  and security configuration management; security measurement; and compliance activities. This data supports security automation efforts based on the Security Content Automation Protocols (SCAP). The NVD includes databases of security configuration checklists for the NCP  listings of publicly known software flaws  product names  and impact metrics. A formal validation program tests the ability of vendor products to use some forms of security automation data based on a product's conformance in support of specific enterprise capabilities.,73,CVE;CVSS;SCAP;800-53;Vulnerability;NVD;Checklists
Waste Collection & Diversion Report (daily),data.austintexas.gov,http://catalog.data.gov/dataset/waste-collection-diversion-report-daily,Austin Resource Recovery daily report providing waste collection information based on the following categories:  Report Date: The date collections information was recorded.  Load Type: The specific type of load that is being collected on that day.   Load Weight: The weight (in pounds) collected for each service on the day it was delivered to a diversion facility  Drop off Site: The location where each type of waste is delivered for disposal  recycling or reuse: TDS Landfill indicates the Texas Disposal System landfill located at 12200 Carl Rd  Creedmoor  TX 78610; Balcones Recycling is a recycling facility located at  9301 Johnny Morris Road Austin  TX 78724; MRF is a Materials Recycling Facility (such as Texas Disposal Systems or Balcones Recycling);  Hornsby Bend is located at 2210 FM 973  Austin  TX 78725  and accepts food scraps  yard trimmings  food-soiled paper and other materials collected by ARR  and combined with other waste to produce nutrient-rich dillo dirt   used for landscaping.  Route Type:  The general category of collection service provided by Austin Resource Recovery   This information is used to help ARR reach its goals to transform waste into resources while keeping our community clean. For more information  visit www.austintexas.gov/department/austin-resource-recovery,43,waste;collection;arr;load;resource;recovery;recycling;disposal;diversion
Specially Designated Nationals and Blocked Persons List,Office of Foreign Assets Control,http://catalog.data.gov/dataset/specially-designated-nationals-and-blocked-persons-list,As part of its enforcement efforts  OFAC publishes a list of individuals and companies owned or controlled by  or acting for or on behalf of  targeted countries. It also lists individuals  groups  and entities  such as terrorists and narcotics traffickers designated under programs that are not country-specific. Collectively  such individuals and companies are called "Specially Designated Nationals" or "SDNs." Their assets are blocked and U.S. persons are generally prohibited from dealing with them.,36,OFAC;Office of Foreign Assets Control;OFAC List;Specially Designated Nationals and Blocked Persons;Specially Designated Nationals;SDN;SDN List;sanctions list;blocked list
National Wildlife Chemical Effects Database,Animal and Plant Health Inspection Service  Department of Agriculture,http://catalog.data.gov/dataset/national-wildlife-chemical-effects-database,Contains bioassay records and data for chemicals analyzed and evaluated for repellency  toxicity  reproductive inhibition  and immobilization.,209,Chemicals;Immobilization;Pesticides;Reproductive inhibitation;Rodenticides;Toxicity
U.S. Border Patrol Fiscal Year Monthly Apprehension Statistics,U.S. Customs and Border Protection,http://catalog.data.gov/dataset/u-s-border-patrol-fiscal-year-monthly-apprehension-statistics,Total Illegal Alien Apprehensions By Month From FY 1999 through FY 2014 ,307,Apprehension Booking;EABM;ENFORCE;Enforcement Case Tracking System;IAFIS;IDENT;Inspection/NSEERS;TECS;State department
Zip Code to USEAC API,International Trade Administration,http://catalog.data.gov/dataset/zip-code-to-useac-api,The Zip Code to USEAC API provides direct access to the U.S. Export Assistance Centers (USEACs) that have been assigned to all of the 40 000+ zip codes in the United States. It’s not enough to do a proximity search for a zip code and a USEAC. Each center has specialists on hand for each particular region.    The output format for this API is JSON. This data set is updated daily.,23,ITA;U.S. Export Assistance Center;USEAC;office;zip code
Alternative Fuel Vehicle Data,U.S. Energy Information Administration,http://catalog.data.gov/dataset/alternative-fuel-vehicle-data,Annual data on the number of on-road alternative fuel vehicles and hybrid vehicles made available in the U.S. Data on the use of alternative fueled vehicles and the amount of fuel they consume is also available. Based on Form EIA-886 data and data extend back to 1994.,44,alternative fuel vehicles;alternative fuels;cng;electric vehicles;ethanol;hybrid vehiclels
Los Angeles International Airport - Passenger Traffic By Terminal,data.lacity.org,http://catalog.data.gov/dataset/los-angeles-international-airport-passenger-traffic-by-terminal-756ee,Los Angeles International Airport  - Passenger Statistic By Terminal,120,airport;lax;passenger;terminal;flight;lawa
Federal Procurement Data System,General Services Administration,http://catalog.data.gov/dataset/federal-procurement-data-system,The Federal Procurement Data System houses Federal contract information where a contract's value is expected to exceed the micro-purchase threshold.,308,Acquisition;Award;Contracts;FPDS;Federal Procurement Data System;Procurement;reporting
Consumer Expenditure Survey,U.S. Department of Labor  Bureau of Labor Statistics,http://catalog.data.gov/dataset/consumer-expenditure-survey-4ff5e,The Consumer Expenditure Survey collects information from the Nation's households and families on their buying habits (expenditures)  income  and characteristics. The strength of the survey is that it allows data users to relate the expenditures and income of consumers to the characteristics of those consumers. The survey consists of two components  a quarterly Interview Survey and a weekly Diary Survey  each with its own questionnaire and sample. For the   Diary survey  respondents complete a diary of expenses for two consecutive 1-week periods. The Diary survey is designed to obtain data on frequently purchased items  such as food or housekeeping supplies  that respondents are less likely to recall over time. For the Interview survey  respondents report data to an interviewer. Each sample household is interviewed once per quarter  for five consectutive quarters. This survey is designed to collect data on major items of expense  such as property purchases or vehicle purchases  and those that occur on a regular basis  such as rent or utility payments  that respondents recall for 3 months or longer.,300,buying;expenditure;family;income;pay;spending
LAPD Calls for Service 2016,data.lacity.org,http://catalog.data.gov/dataset/open-data-cfs-2016-11062016,This dataset reflects calls for service incidents in the City of Los Angeles in the year 2016. This data is as accurate as the data in the database. Please note questions or concerns in the comments.,17,911;cfs;calls;lapd;safety;police
Behavioral Risk Factor Data: Heart Disease &amp; Stroke Prevention,Centers for Disease Control and Prevention,http://catalog.data.gov/dataset/behavioral-risk-factor-data-heart-disease-amp-stroke-prevention-67c1f,<p>2011 to present.  BRFSS is a continuous  state-based surveillance system that collects information about modifiable risk factors for chronic diseases and other leading causes of death.  Indicators from this data source have been computed by personnel in CDC's Division for Heart Disease and Stroke Prevention (DHDSP). This is one of the datasets provided by the National Cardiovascular Disease Surveillance System. The system is designed to integrate multiple indicators from many data sources to provide a comprehensive picture of the public health burden of CVDs and associated risk factors in the United States. The data are organized by location (national  regional  state  and selected sites) and indicator  and they include CVDs (e.g.  heart failure) and risk factors (e.g.  hypertension). The data can be plotted as trends and stratified by age group  sex  and race/ethnicity.</p> ,83,brfss;cardiovascular disease;coronary heart disease;hypertension;risk factors;stroke
New York State Mathematics Exam,data.cityofnewyork.us,http://catalog.data.gov/dataset/new-york-state-mathematics-exam,NEW YORK CITY Results on the NEW YORK STATE English Language Arts (ELA) & Mathematics Exams  (Grades 3 - 8)  2013 - 2015  Notes   Starting in 2013  the NY State Education Department (NYSED) changed the exams to be Common Core aligned. Results on earlier exams from 2006-2012 can be found at this link: http://schools.nyc.gov/NR/exeres/05289E74-2D81-4CC0-81F6-E1143E28F4C4 frameless.htm  Results presented here include all students who sat for either the Math or ELA exam. On the NYSED website  results for "matched" students can be found. To account for participation changes across years and anticipate the importance of year-to-year same-cohort comparisons for the Class of 2022  "matched" Math and ELA results were calculated to include 4th grade students who were tested in both the current and previous year and to include 5th – 8th grade students who were tested in all three years.  In order to comply with FERPA regulations on public reporting of education outcomes  rows with 5 or fewer students are suppressed.  For 2013  District 75 students are represented in their home districts and boroughs. For 2014 & 2015  they are not included.  Charter schools are not included. School level charter data can be found here: http://schools.nyc.gov/Accountability/data/TestResults/ELAandMathTestResults  In 2007  the New York State Education Department updated its testing policy for English Language Learners: ELLs in an English Language School System for more than one year are required to take the ELA exam. Previously  ELLs in an English Language School System for less than 3 years were exempt from taking the ELA exam.   Former English Language Learners includes any students who were classified as English Language Learners in at least one of the previous two school years.   A change in State testing policy drove a decrease in eighth grade proficiency rates in 2014 and 2015: to reduce double testing  most students in accelerated math courses who took the Algebra Regents exam were exempt from taking the 7th and 8th grade State math assessment. The numbers on the "All - with Math Regents" tab represent  the equivalent proficiency had the accelerated math students in 7th and 8th grade taken the State math assessment. An "All Grades" row represents how this would impact a school's overall proficiency. Only Districts 1-32 are shown and rows with 5 or fewer students are suppressed.,60,exam;math;education;new york state
NYPD Complaint Data Historic,data.cityofnewyork.us,http://catalog.data.gov/dataset/nypd-complaint-data-historic,This dataset includes all valid felony  misdemeanor  and violation crimes reported to the New York City Police Department (NYPD) from 2006 to the end of last year (2016). For additional details  please see the attached data dictionary in the ‘About’ section.,65,nypd;incident;crime;nycopendata
Hotels; Motels; B&Bs; and Boarding Houses,data.nola.gov,http://catalog.data.gov/dataset/nola-short-term-rentals,Names and locations of facilities within the City of New Orleans offering lodging accommodations. Facilities include hotels  motels  bed and breakfasts and room and board houses. Data provided by Bureau of Revenue.,55,hotel;motel;bed and breakfast;room;board
Officer Traffic Stops,City of Charlotte,http://catalog.data.gov/dataset/officer-traffic-stops-b95e4,<p>CMPD conducts an average of 120 000 traffic stops per year. Under North Carolina state law (G.S. 143B-902-903)  the CMPD as well as other law enforcement agencies in the state are required to collect information on all traffic stops  the reason for the stop  and the type of enforcement action taken. Information on the driver’s sex  race  ethnicity  and age is collected  compiled  and reported to the NC Department of Justice. Information on whether the driver or passenger(s) were searched is also collected.  For more information  please visit <a href="http://charlottenc.gov/CMPD/Pages/Resources/OpenData_Source.aspx">http://charlottenc.gov/CMPD/Pages/Resources/OpenData_Source.aspx</a> </p><p> CMPD is committed to deploying traffic officers to areas where we experience high crime and victimization.  Our focus is also in the geographical areas where concerns are reported by community members.  We as a police department have a responsibility to those communities  to address their concerns and take appropriate enforcement action in an effort to keep their neighborhoods safe.  Additionally  we are not only reacting to crime but proactively engaging in strategies that are intended to prevent criminal activity from occurring by placing officers in areas with a greater statistical history of crime.</p>,41,Charlotte;Mecklenburg;Traffic Stops;Officers;Safety;North Carolina;NC;USA;CMPD;Police
Electric Vehicle Charging Stations,data.ct.gov,http://catalog.data.gov/dataset/electric-vehicle-charging-stations,Existing public Electric Vehicle (EV) charging stations within Connecticut from US DOE map found at http://www.afdc.energy.gov/locator/stations/ complemented with research done by DEEP as of 04/07/14,67,ev;ct;charging stations
Insurance Company Complaints; Resolutions; Status; and Recoveries,data.ct.gov,http://catalog.data.gov/dataset/insurance-company-complaints-resolutions-status-and-recoveries,Listing of consumer complaints filed against Insurance companies licensed in Connecticut. This dataset includes the Company  Line of Business  nature of complaint  outcome or resolution  and recovery.,124,insurance;complaints;recovery
Central Personnel Data File (CPDF) Dynamics Data,U.S. Office of Personnel Management,http://catalog.data.gov/dataset/central-personnel-data-file-cpdf-dynamics-data,Precursor to the Enterprise Human Resources Integration-Statistical Data Mart (EHRI-SDM).  It contains information about the employee and their history of their personnel actions. This is the dynamics data,-1,Federal agencies;Federal employee;Federal hiring;Federal occupations;Federal salaries;Federal workforce
Energy Usage 2010,data.cityofchicago.org,http://catalog.data.gov/dataset/energy-usage-2010-24a67,Displays several units of energy consumption for households  businesses  and industries in the City of Chicago during 2010. Electric  The data was aggregated from ComEd and Peoples Natural Gas by Accenture. Electrical and gas usage data comprises 88 percent of Chicago's buildings in 2010. The electricity data comprises 68 percent of overall electrical usage in the city while gas data comprises 81 percent of all gas consumption in Chicago for 2010.    Census blocks with less than 4 accounts is displayed at the Community Area without further geographic identifiers. This dataset also contains selected variables describing selected characteristics of the Census block population  physical housing  and occupancy.,163,sustainability;energy
Organic Production,Economic Research Service  Department of Agriculture,http://catalog.data.gov/dataset/organic-production,ERS collected data from USDA-accredited State and private certification groups to calculate the extent of certified organic farmland acreage and livestock in the United States. These are presented in tables showing the change in U.S. organic acreage and livestock numbers from 1992 to 2011 (see the National tables section). Data for 1997 and 2000-11 are presented by State and commodity (see the State tables section).,23,agricultural economics;certified organic acreage and livestock;farmers markets;high-value crops;national organic rules;organic certification;organic farming systems;price premiums;specialty agriculture
Observed/Forecast River Conditions,National Weather Service  Department of Commerce,http://catalog.data.gov/dataset/observedforecast-river-conditions,Provides access to currently observed river conditions and current forecasts for rivers,137,Alabama;Alaska;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Puerto Rico;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virgin Islands;Virginia;Washington;West Virginia;Wisconsin;Wyoming;county;forecast river conditions;gauge;observed river conditions;state
Hypertension,Allegheny County / City of Pittsburgh / Western PA Regional Data Center,http://catalog.data.gov/dataset/hypertension,These datasets provide de-identified insurance data for hypertension hyperlipidemia. The data is provided by three managed care organizations in Allegheny County (Gateway Health Plan  Highmark Health  and UPMC) and represents their insured population for the 2015 calendar year.,62,ACHD DASH;Hypertension;blood pressure;cardiovascular disease;social determinants of health
Patient Treatment File (PTF),Department of Veterans Affairs,http://catalog.data.gov/dataset/patient-treatment-file-ptf,This database is part of the National Medical Information System (NMIS). The Patient Treatment File (PTF) contains a record for each inpatient care episode provided under VA auspices in VA and non-VA facilities nationwide. Each episode contains data on admission  diagnosis  procedures  surgical episodes  and disposition (discharge) information and Diagnostic Related Group (DRG). Each transfer is recorded to allocate days of care properly to the service(s) responsible for that care. Recurring and special purpose reports are used for studies on patient movement trends  diagnostic frequency  workload  budget preparation  Diagnostic Related Group (DRG) assignment and accreditation requirements. Reports are available for online access via Roger&#039;s Software Development&#039;s (RSD) Online Report Viewing. Several large data files are installed on-line at the Austin Information Technology Center for remote access. Selected data can be downloaded to perform end user processing  including report generation. Information is received from a variety of modules in Veterans Health Information Systems and Technology Architecture. This batch system is written in Common Business Oriented Language and ALC. Processing is done on a daily  weekly  and monthly basis.,-1,admission;care;center;community;diagnosis;discharge;drg;extended;inpatient;living;operating room;or;patient;surgery;va;veteran;ward
Baccalaureate and Beyond Longitudinal Study 2008; Base Year,National Center for Education Statistics,http://catalog.data.gov/dataset/2008-baccalaureate-and-beyond-longitudinal-study,The Baccalaureate and Beyond Longitudinal Study 2008  Base Year (B&B:08) is part of the Baccalaureate and Beyond Longitudinal Study (B&B) program. B&B:08 (https://nces.ed.gov/surveys/b&b/) is a base year of a longitudinal study that followed a cohort of graduating college seniors who participated in the 2008 National Postsecondary Student Aid Study (NPSAS:08). The 2008 National Postsecondary Student Aid Study (NPSAS:08) data provided the base-year sample for B&B:08. NPSAS:08 data are representative of all undergraduate and graduate students enrolled in postsecondary institutions in the 50 United States  the District of Columbia  and Puerto Rico that were eligible to participate in the federal financial aid programs in Title IV of the Higher Education Act  and the B&B cohort is a representative sample of graduating seniors in all majors. Key statistics produced from B&B:08 are information on bachelor’s degree recipients’ undergraduate experience  demographic backgrounds  expectations regarding graduate study and work  and participation in community service.,45,Postsecondary education and training;Labor market outcomes;Family formation;Longitudinal;Undergraduate experience;Bachelor's degree;Employment
Wind: wind speed and wind power density maps at 10m and 50m above surface and 0.25 degree resolution for global oceans from NREL,National Renewable Energy Laboratory,http://catalog.data.gov/dataset/wind-wind-speed-and-wind-power-density-maps-at-10m-and-50m-above-surface-and-0-25-degree-r,_(Abstract):_  Raster GIS ASCII data files of wind speed and wind power density at 10 and 50 m heights.  Global data of offshore wind resource as generated by NASA's QuikSCAT SeaWinds scatterometer.    _(Purpose):_  To provide information on the wind resource potential of offshore areas.    ### License Info  (Use Constraints):   This GIS data was developed by the National Renewable Energy Laboratory ("NREL")  which is operated by the Midwest Research Institute for the U.S. Department of Energy ("DOE"). The user is granted the right  without any fee or cost  to use  copy  modify  alter  enhance and distribute this data for any purpose whatsoever  provided that this entire notice appears in all copies of the data. Further  the user of this data agrees to credit NREL in any publications or software that incorporate or use the data. Access to and use of the GIS data shall further impose the following obligations on the User. The names DOE/NREL may not be used in any advertising or publicity to endorse or promote any product or commercial entity using or incorporating the GIS data unless specific written authorization is obtained from DOE/NREL. The User also understands that DOE/NREL shall not be obligated to provide updates  support  consulting  training or assistance of any kind whatsoever with regard to the use of the GIS data. THE GIS DATA IS PROVIDED "AS IS" AND ANY EXPRESS OR IMPLIED WARRANTIES  INCLUDING BUT NOT LIMITED TO  THE IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE ARE DISCLAIMED. IN NO EVENT SHALL DOE/NREL BE LIABLE FOR ANY SPECIAL  INDIRECT OR CONSEQUENTIAL DAMAGES OR ANY DAMAGES WHATSOEVER  INCLUDING BUT NOT LIMITED TO CLAIMS ASSOCIATED WITH THE LOSS OF DATA OR PROFITS  WHICH MAY RESULT FROM AN ACTION IN CONTRACT  NEGLIGENCE OR OTHER TORTIOUS CLAIM THAT ARISES OUT OF OR IN CONNECTION WITH THE ACCESS OR USE OF THE GIS DATA. The User acknowledges that access to the GIS data is subject to U.S. Export laws and regulations and any use or transfer of the GIS data must be authorized under those regulations. The User shall not use  distribute  transfer  or transmit GIS data or any products incorporating the GIS data except in compliance with U.S. export regulations. If requested by DOE/NREL  the User agrees to sign written assurances and other export-related documentation as may be required to comply with U.S. export regulations.,-1,GEF;GIS;NASA;NREL;SWERA;UNEP;wind
The North American Transborder Freight Database,Research and Innovative Technology Administration,http://catalog.data.gov/dataset/the-north-american-transborder-freight-database-indexedfreightflow,The North American Transborder Freight Database  available since April 1993  contains freight flow data by commodity type and by mode of transportation (rail  truck  pipeline  air  vessel  and other) for U.S. exports to and imports from Canada and Mexico.,117,Freight;Transportation;Canada;Mexico;Exports;Imports;Rail;Truck;Pipeline;Air;Vessel  NAFTA;port of entry;export;import;trade;commodity
500 Cities: Census Tract-level Data (GIS Friendly Format),Centers for Disease Control and Prevention,http://catalog.data.gov/dataset/500-cities-census-tract-level-data-gis-friendly-format,<p>2013  2014. Data were provided by the Centers for Disease Control and Prevention (CDC)  Division of Population Health  Epidemiology and Surveillance Branch. The project was funded by the Robert Wood Johnson Foundation (RWJF) in conjunction with the CDC Foundation. 500 cities project census tract-level data in GIS-friendly format. This dataset can be joined with census tract spatial data in a geographic information system (GIS) to produce maps of 27 measures at the census tract level.</p> ,35,500cities;behaviors;census;cities;gis;outcomes;prevalence;prevention;tract;unhealthy
